index,Texto,Texto limpio,Categoría
7273,"Nadie sabe su nombre, nadie se lo pregunta, pero muchas todavía agradecen a la mujer a la que se le ocurrió eso de “me duele la cabeza”",nadie sabe nombre nadie pregunta muchas todavía agradecen mujer ocurrió duele cabeza,Microficción
3056,"YouTube bloquea a Trump por otra semana, ante preocupaciones por posible violencia
https://t.co/O1kl18Oivp https://t.co/bHeoctnBBo",acostumbres haga falta,Noticia
4564,Gobierno de Trump propina últimos golpes a China y sus compañías https://t.co/bxzHB01bh0 https://t.co/xPRWTa842d,día morí así intentes comprender siento siendo asesino,Noticia
6199,"-Mándame una fotografía desnuda.
-Ya.
-¿Eres tú?
-Para lo que vas a hacer te sirve. #Juevesconcuento",mándame fotografía desnuda vas hacer sirve juevesconcuento,Microficción
5355,"Por más que jurara y perjurara, nadie e se creyó la historia del vagabundo que se acostó sobre un banco en 2018 y despertó pocas horas después en 2047.",jurara perjurara nadie creyó historia vagabundo acostó banco despertó pocas horas después,Microficción
6748,-Yo no tengo un problema con el vino - lloraba Baco.,problema vino lloraba baco,Microficción
3757,Avalan intervalo de hasta 42 días para aplicar segunda dosis de Pfizer https://t.co/n2Qstv59kp https://t.co/2ciU9TrWJq,pequeños momentos sacan grandes sonrisas,Noticia
5471,"-La culpa es del corazón que me donaron, era de un asesino. Los policías se miraron sorprendidos. Fue suficiente para que sacara el arma y los liquidara. -Idiotas- mira que creer semejante tontería…",culpa corazón donaron asesino policías miraron sorprendidos suficiente sacara arma liquidara idiotas mira creer semejante tontería,Microficción
7263,@historiasmini ¿Hay algún tema o es libre?,historiasmini algún tema libre,Microficción
6033,"El gato emitió un maullido oscuro. Su honradez le impedía maquillar las noticias, su carácter abyecto le obligaba a disfrutar de cada sílaba. El reino estaba de luto, el rey había muerto. #NaNoCuento",gato emitió maullido oscuro honradez impedía maquillar noticias carácter abyecto obligaba disfrutar cada sílaba reino luto rey muerto nanocuento,Microficción
7046,Si Gunter hubiera sabido que la ciudad se asentaba en el antiguo pueblo de Ulthar no se le habría ocurrido atormentar a su gato.,si gunter sabido ciudad asentaba antiguo pueblo ulthar ocurrido atormentar gato,Microficción
224,A veces la vida da un giro inesperado en la dirección correcta,exdirectivo dea defiende investigación cienfuegos cuestiona papel fgr,Frase/Pensamiento
3205,"Expediente Ayotzinapa que publicó Reforma es real; investigación sigue abierta: AMLO | #Entérate
https://t.co/XuVfTDs7Qi https://t.co/M0Bmx2Wmpq",don sonreír demostrar pasa aunque pasando,Noticia
5168,"Un martes mágico se puso a llover. Los colores de la tierra se desteñían, la piel de los seres vivos empezó a arder. La lluvia ácida no perdona.",martes mágico puso llover colores tierra desteñían piel seres vivos empezó arder lluvia ácida perdona,Microficción
2384,"Fiscalía de Guerrero determina prescrita acción penal por presunta violación de Félix Salgado en 1998
https://t.co/yRN3GAxMVN https://t.co/yYtG0mky0U",hace pagar real madrid platos rotos alavés video cuadro merengue levanta cabeza goleada visitante frente equipo vasco tras fracasos supercopa españa copa rey,Noticia
3344,Pide Senado a Cofece información sobre minimulta a cartel bancario: Galván Ochoa https://t.co/TbH1CJfMAW https://t.co/jeqfZlhAfj,dios da peores batallas mejores guerreros,Noticia
1899,"Y entonces cuando es tus planes está no enamorarte, llega una persona y vuelves a caer.",nba dan nets bienvenida james harden houston repudian,Frase/Pensamiento
4736,‘El gran protagonista de la literatura es el lector’: Imanol Caneyada https://t.co/ktNiP3AAO0 https://t.co/GfcVZj7FSE,si actúas piensas vas terminar pensando actúas,Noticia
2113,"""Créeme, contigo toco el cielo.""",desafíos democracia unidos mundo artículo rogeliomunizt,Frase/Pensamiento
2664,Muertos por Covid muestran que la pandemia rebasó al sistema de salud: Graue https://t.co/qfVMxqQJTv https://t.co/WcoHS3gDPI,si dejas claro saco propias conclusiones,Noticia
4798,"#AristeguiEnVivo | Desde presidencia no habrá impedimento para conocer el estado de salud del presidente si se solicita. Todo dependerá de lo que determine el grupo de especialistas, explica el Coordinador General de Comunicación Social de la Presidencia https://t.co/wg09wbZVJP https://t.co/7aoofBrwIh",valoro unas manos abracen momentos tristes miles manos aplaudiendo éxitos,Noticia
7594,"@jardindebonsais A ver si participo en más retos tuyos, que luego se me va la cabeza y no me acuerdo hasta que ha pasado el plazo.",jardindebonsais ver si participo retos luego va cabeza acuerdo pasado plazo,Microficción
6023,@EdyNightmare De su padre había aprendido que la mayor manera de no dejar rastro era dar de comer a los cerdos con el cadáver.,edynightmare padre aprendido mayor manera dejar rastro dar comer cerdos cadáver,Microficción
75,"Tardo 0,1 en desmotivarme cuando veo actitudes o algo que no me gusta.",lomejordearisteguienvivo fotos violación félix salgado mujer ex fiscal salgado acapulco volvió madriguera narcos anabel video,Frase/Pensamiento
3597,DEA debería hacer una investigación interna y aclarar qué pasó con caso Cienfuegos: AMLO https://t.co/uFD1oW3D5y https://t.co/yNMS5D5hoN,vida espejo si miras sonriendo sonreirá,Noticia
5339,"@jardindebonsais -Te juro que no hablé con la policía- niego pese al vídeo que me evidencia,  sorprendido de que mi suegro, un vejete de casi 80 años blanda con extrema habilidad el martillo.
-Llevo queriendo hacer esto desde el día de tu boda. Gracias por darme la excusa. 
#RetoSituaciónLímite",jardindebonsais juro hablé policía niego pese vídeo evidencia sorprendido suegro vejete casi años blanda extrema habilidad martillo llevo queriendo hacer día boda gracias darme excusa retosituaciónlímite,Microficción
3077,"‘¿Quién lo iba a decir del país de donde surgen los golpes?’: Maduro, sobre asalto al Capitolio
https://t.co/JE9KIiIIp6 https://t.co/eVLYWQmWZy",dame buen motivo juro arriesgo,Noticia
325,“Ojalá que lo que estés buscando valga más que lo que estas perdiendo.”,abre ventana canta tarde vi llovercomo homenaje manzanero hoy pm,Frase/Pensamiento
5387,"Dependía, sí. De sus sonrisas, del arrullo de sus palabras, del brillo de sus miradas para querer ser mejor. Claro que él era feliz solo, pero con ellas se convertía en parte de un equipo imparable en el que nada le parecía imposible: juntos eran una familia.  #Monoficción",dependía sonrisas arrullo palabras brillo miradas querer ser mejor claro feliz solo convertía parte equipo imparable parecía imposible juntos familia monoficción,Microficción
5566,"-Primero no quería, luego me sedujo- admitió bajando la mirada.
-¿Entonces consentiste que ese alien te metiera una sonda anal?
#monoficción",primero quería luego sedujo admitió bajando mirada entonces consentiste alien metiera sonda anal monoficción,Microficción
6894,Mis dedos añoran tu desnudez casi tanto como mi cerebro.,dedos añoran desnudez casi cerebro,Microficción
5026,"-Si le eligen los ciudadanos, ¿cómo va a luchar contra la corrupción?
El político no pudo aguantar la risa.

#Monoficción",si eligen ciudadanos cómo va luchar corrupción político pudo aguantar risa monoficción,Microficción
2473,Descubren que las 'espinas' del coronavirus están cubiertas de azúcar https://t.co/imdcMMh98K https://t.co/ZRe5dC5Hn3,aristeguienvivo hablamos directo netzai_sandoval titular instituto federal defensoría pública reforma judicial modifica estatus instituto,Noticia
3274,DEA no nos mandó todas las pruebas contra Cienfuegos: fiscal Gertz https://t.co/aJP5xeIGEa https://t.co/vP4uvoCKtr,silencio mejor respuesta alguien valora palabras,Noticia
4022,Rechaza Cossío desaparición del INAI https://t.co/ULr6QYVVmt https://t.co/RXQjbMycme,personas valen duelen,Noticia
2518,"#ÚltimaHora Disparan a mujer en el pecho en el Capitolio; se encuentra en estado crítico: CNN
https://t.co/zVxZ6Eal8L https://t.co/lZCKkPfqrM",lori loughlin tía becky full house completa pena prisión estafa admisión universidad california,Noticia
4932,"@CajonRelatos El lugar en el que había vivido toda mi vida se había convertido en una trampa mortal. Tuve que escapar a la fuerza, arrastrándome por un estrecho pasadizo. En mi agonía sentí unas manos enormes tirando de mí. Sentí que me cortaron y me dieron una nalgada. Y respiré. #MismoFinal",cajonrelatos lugar vivido toda vida convertido trampa mortal escapar fuerza arrastrándome estrecho pasadizo agonía sentí unas manos enormes tirando sentí cortaron dieron nalgada respiré mismofinal,Microficción
5341,El pequeño lanzó el ladrillo desde el puente de la autovía y grabó con el celular el estrepitoso accidente. Ya llevaba 7 videos,pequeño lanzó ladrillo puente autovía grabó celular estrepitoso accidente llevaba videos,Microficción
7525,Creía que el inframundo era la culpa por matar a un peatón. En el infierno supo que era peor que ese hombre le atropellara una y otra vez.,creía inframundo culpa matar peatón infierno supo peor hombre atropellara vez,Microficción
3169,#Dinero con @galvanochoa | El accidente aéreo del sábado en Indonesia es una tragedia por la pérdida de vidas y también para la confiabilidad de la empresa Boeing.  Aeroméxico tiene equipos del modelo 737 Max y anunció que ya los puso en servicio https://t.co/OQAdHeMdcs https://t.co/8YcB4KyuKg,nadie perfecto cometemos errores angustias pasamos momentos difíciles saber así vida,Noticia
6342,Dejas tu corazón dividido en el congelador y te abalanzas contra mí. Forcejeamos en lo que te subo a la encimera y descubro que bajo tu falda no llevas ropa interior. Tú descubres rápidamente que yo tampoco. #jueverotic,dejas corazón dividido congelador abalanzas forcejeamos subo encimera descubro bajo falda llevas ropa interior descubres rápidamente tampoco jueverotic,Microficción
5307,Escribí un martes otra carta de amor que dejé en tu buzón. El jueves vino la policía para detenerme por acoso.,escribí martes carta amor dejé buzón jueves vino policía detenerme acoso,Microficción
7354,Siempre que podía lo mataba con palabras porque no lo podía sacar de su corazón. Fue una muerte lenta y dolorosa. #monoficcion,siempre podía mataba palabras podía sacar corazón muerte lenta dolorosa monoficcion,Microficción
2058,"""Nos pasamos la vida esperando a que pase algo y lo único que pasa es la vida.""",lado municipio bajó asesinatos acapulco,Frase/Pensamiento
3530,"El desastre de las vacunas y Aeroméxico e Interjet, la pesadilla | #ColumnasFinancieras de este martes https://t.co/NCuGRAG5VJ https://t.co/qFErJ6nMM8",fingir duele duele doble,Noticia
1168,Te quiero tanto que estoy haciendo por ti lo que nunca había hecho por nadie.,assange furias vengadoras artículo laura restrepo,Frase/Pensamiento
6859,"La noche de aquel martes quise conquistar el mundo, mi mundo, que es tu corazón. Volví a fallar. Me levanté el miércoles dispuesto a sacar lo mejor de la vida. Esperé a que llegara la noche para hacer lo mismo que todas las noches: tratar de conquistar mi mundo.",noche aquel martes quise conquistar mundo mundo corazón volví fallar levanté miércoles dispuesto sacar mejor vida esperé llegara noche hacer mismo todas noches tratar conquistar mundo,Microficción
7020,"Mil voces pidieron su muerte. La nueva justicia, impartida por Facebook, era terriblemente sanguinaria pero mantenía a la población distraída.",mil voces pidieron muerte nueva justicia impartida facebook terriblemente sanguinaria mantenía población distraída,Microficción
7402,"Había dejado suficientes mensajes para todo aquel que quisiera socializar. Descubrió que la gente confundìa las intenciones así que dejó de escribirlos en las puertas de los baños.
@siqueimporta",dejado suficientes mensajes aquel quisiera socializar descubrió gente confundìa intenciones así dejó escribirlos puertas baños siqueimporta,Microficción
5263,"-Anda si ese soy yo-dijo señalando la pantalla. 
-Y el del hacha yo-dijo le respondió una voz a su espalda.",anda si yodijo señalando pantalla hacha yodijo respondió voz espalda,Microficción
5427,"-¿Cómo unos seres tan ridículos pudieron dominar la tierra?
-¿Los humanos? Quién sabe-dijo el paleontólogo al joven dinosaurio.
@historiasmini",cómo seres tan ridículos pudieron dominar tierra humanos quién sabedijo paleontólogo joven dinosaurio historiasmini,Microficción
7359,"El martes vi el primer zombie. Todavía con la camiseta de la selección, emergía de la inconsciencia con una evidente resaca para regresar a trabajar. Francia, durante toda la semana, vivió escenas similares. #martesmge",martes vi primer zombie todavía camiseta selección emergía inconsciencia evidente resaca regresar trabajar francia toda semana vivió escenas similares martesmge,Microficción
2457,"Muere por Covid-19 el subsecretario de Gobierno de la CdMx, Avelino Méndez | Tuit https://t.co/uvCayXJ0mV https://t.co/O9k8FIpdDe",copa rey elimina sevilla valencia octavos final video,Noticia
1422,"Quédate con quien te dedique canciones, te mande mensajes por la noche, te diga que te quiere y se trague su orgullo, vale la pena.",juez texas bloquea freno deportaciones revés legal agenda migratoria biden,Frase/Pensamiento
5563,"@La_Alhaja 3 ASADO
-Qué calor, estoy asado – se quejó provocando una estampida entre los asistentes. No sabía si era porque un pollo hablara o porque se moviera tras 4 horas en el horno.
#cuentober",la_alhaja asado calor asado quejó provocando estampida asistentes sabía si pollo hablara moviera tras horas horno cuentober,Microficción
5747,"Luché un martes contra mi novia. Gritos, platos rotos, lágrimas... Todo para acabar con el ritual habitual de sexo desenfrenado.",luché martes novia gritos platos rotos lágrimas acabar ritual habitual sexo desenfrenado,Microficción
7502,"-Lo nuestro es imposible.
-Y no volver a vernos imperdonable.
#jueverotic",imposible volver vernos imperdonable jueverotic,Microficción
